Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
Inferencing,2350.58,5.01,3171.61,56.84,76.84,374,0,3,166.1968743801117,9
