Window_index,Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Maximum error,Minimum error,Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
41,Training,1312.06,3.04,1637.88,81.76,92.45,5215.71,26.72,159,0,0,0.7915153503417969,4
42,Training,1192.31,2.76,1471.39,84.28,96.86,4521.84,24.95,159,0,0,0.9372987747192383,4
43,Training,1180.62,2.72,1465.02,83.65,96.86,4599.97,24.53,159,0,0,0.6384942531585693,4
44,Training,1234.99,2.82,1553.67,83.02,94.97,4870.0,13.66,159,0,0,0.7733292579650879,4
45,Training,1227.1,2.79,1550.2,82.39,94.97,4870.23,12.79,159,0,0,0.7082605361938477,4
46,Training,1202.84,2.72,1525.98,86.16,94.34,4901.63,21.3,159,0,0,0.786914587020874,4
47,Training,1228.54,2.77,1548.49,85.53,94.34,5247.16,20.62,159,0,0,0.7584960460662842,4
48,Training,1249.89,2.81,1568.59,84.91,93.71,5273.16,19.88,159,0,0,0.7712821960449219,4
49,Training,1233.88,2.76,1532.08,83.65,95.6,5404.05,17.38,159,0,0,1.0935032367706299,4
50,Training,1191.93,2.67,1493.48,82.39,95.6,4976.82,23.39,159,0,0,1.331587553024292,4
51,Training,1159.53,2.58,1455.36,84.28,95.6,4938.59,22.42,159,0,0,0.9090561866760254,4
52,Training,1135.05,2.51,1435.25,84.91,96.23,4810.7,3.07,159,0,0,0.5954694747924805,4
53,Training,1119.06,2.43,1427.54,85.53,96.23,4690.62,23.62,159,0,0,0.6366500854492188,4
54,Training,1174.18,2.53,1523.52,82.39,92.45,4768.16,4.29,159,0,0,0.8623092174530029,4
55,Training,1159.63,2.47,1503.13,82.39,94.34,4764.35,10.43,159,0,0,0.8936953544616699,4
56,Training,1158.19,2.44,1500.82,82.39,94.97,4766.68,10.68,159,0,0,0.6247878074645996,4
57,Training,1163.31,2.45,1501.73,82.39,94.97,4774.48,8.87,159,0,0,0.6102616786956787,4
58,Training,1171.49,2.46,1504.47,82.39,94.97,4874.23,33.01,159,0,0,0.6460483074188232,4
59,Training,1170.98,2.44,1501.02,81.76,95.6,4899.23,29.27,159,0,0,0.6198673248291016,4
60,Training,1163.44,2.40,1496.7,83.02,94.97,4829.31,25.73,159,0,0,0.6613736152648926,4
61,Training,1184.77,2.44,1510.33,82.39,95.6,4843.43,9.11,159,0,0,0.6300921440124512,4
62,Training,1193.24,2.45,1516.11,83.65,95.6,4827.9,23.56,159,0,0,0.6209497451782227,4
63,Training,1205.06,2.47,1521.1,83.65,95.6,4827.9,23.56,159,0,0,0.6039595603942871,4
64,Training,1196.3,2.44,1517.74,83.65,95.6,4827.9,23.56,159,0,0,0.6016139984130859,4
65,Training,1182.62,2.40,1510.68,84.28,94.97,4796.73,5.46,159,0,0,0.5980660915374756,4
66,Training,1142.02,2.31,1462.17,86.79,96.23,4696.86,20.04,159,0,0,0.6769726276397705,4
67,Training,1119.11,2.26,1443.23,85.53,96.23,4773.36,1.48,159,0,0,0.6149663925170898,4
68,Training,1188.03,2.41,1530.05,84.28,94.34,4662.57,2.17,159,0,0,0.8564004898071289,4
69,Training,1222.03,2.50,1580.1,81.76,95.6,6469.72,14.38,159,0,0,1.0980963706970215,4
70,Training,1221.67,2.53,1609.43,81.13,94.97,6195.94,6.29,159,0,0,1.292600154876709,4
71,Training,1189.89,2.46,1589.86,81.76,93.71,6206.11,37.93,159,0,0,0.7576379776000977,4
72,Training,1145.66,2.37,1554.65,83.65,94.97,6259.11,15.48,159,0,0,0.7020003795623779,4
73,Training,1155.5,2.39,1547.17,85.53,95.6,6252.17,3.13,159,0,0,0.8440024852752686,4
74,Training,1148.9,2.37,1507.64,85.53,96.23,5937.48,7.52,159,0,0,0.965620756149292,4
75,Training,1152.3,2.37,1502.89,86.16,96.23,5921.89,1.5,159,0,0,0.6651487350463867,4
76,Training,1136.23,2.34,1494.38,85.53,96.23,5928.89,0.06,159,0,0,0.651573657989502,4
77,Training,1111.14,2.29,1470.85,84.91,95.6,5826.83,2.61,159,0,0,0.6692514419555664,4
78,Training,1046.61,2.17,1382.47,86.79,97.48,5846.27,7.49,159,0,0,0.6991090774536133,4
79,Training,1117.05,2.29,1444.15,84.91,95.6,5490.9,4.87,159,0,0,0.8282315731048584,4
