Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
Training,1380.17,2.94,1811.55,76.6,90.43,375,0,1,156.0093743801117,4
