Stage,MAE,MAPE,RMSE,Accuracy(2000),Accuracy(3000),Step4,Step6.1,Step6.2,Time,Adopted_hidden_node
Training,1531.11,3.18,2044.34,70.82,87.8,375,2,0,66.32412958145142,1
